,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
144,Property Damage Only,2,2,8/10/2020 0:01,40.094283000000004,-82.440251,,,,CHURCHILL DOWNS,Road,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit 1 was a legally parked; driverless vehicle;  Unit 2 is an unidentified vehicle; with no information other than being blue in color. Unit 2 reportedly struck Unit 1; tearing off the front license plate; and leaving a little bit of blue paint transfer.  No further information known.,8/10/2020 20:36,8/10/2020 20:40,8/10/2020 20:51,Dry,0,0,False,False,False,False
145,Property Damage Only,2,1,8/18/2020 11:10,40.048840000000006,-82.441846,,,West,Main,Street,Rear-end,Clear,Daylight,Unit 1 rear ended Unit 2 at intersection of W. Main Street and S. 30th Street. Both units were in east bound lane (on W. Main) stopped at traffic light. Unit 1 rear ended Unit 2. Driver of Unit1 claimed that light turned green and Unit 1 began to move foward then stopped abruptly; causing him to un-intentionally rear end her. Unit 2 driver however advised that only the left turn lane turned green and she did not move but unit 1 moved and rear ended her. Regardless of who moved or status of the light color; Unit1 had responsibility to maintain assured clear distance between his unit and unit in front of him. Unit 1 failed to maintain that assured clear distance ahead. Neither driver complained of any injuries. Each driver completed an written OH-3. Photos taken by reporting officer of each unit. ,8/18/2020 11:10,8/18/2020 11:54,8/18/2020 12:04,Dry,0,0,False,False,False,False
146,Property Damage Only,2,1,7/18/2020 12:46,40.048906,-82.441636,,,South,30th,Street,Angle,Clear,Daylight,"07/18/2020; 1246 hours; Unit#02 was traveling north on South 30th Street and started to change lanes to the ""left turn only"" lane near the 30th Street intersection.  Unit#01 was traveling north on South 30th Street in the center multi-turn lane without turning prior to the lane becoming a left turn only lane.  Unit#02 struck Unit#01 in the turn lane.  Unit#01 left the scene of the traffic crash without being identified.  Unit#01 failed to follow rules for marked lanes.  Unit#01 remains unidentified at this time.",7/18/2020 12:46,7/18/2020 12:48,7/18/2020 12:57,Dry,0,0,False,False,False,False
147,Property Damage Only,2,1,8/19/2020 21:55,40.049305,-82.40252199999999,,,South,5th,Street,Angle,Clear,Dark - Lighted Roadway,On the listed date and time; Officer Burris and I were dispatched to a hit skip accident at the location of 229 S. 5th St. Upon arrival; We made contact with the caller; Aaliyah Nichols. She is the owner of unit #2. Aaliyah stated unit #2 was parked outside of her residence along the roadway when she heard a crash. When she looked outside of her residence; she noticed another vehicle had hit her vehicle. Unit #1 was driven by a white male with no T-shirt on. Unit #1 had an Indiana license plate #390RQI. The male jumped back into the vehicle and left the scene. the vehicle was described as a light green Chrysler 300. Unit #1 was located a few moments later in an alley across from 65 Harrison St. Multiple witenesses stated the vehicle was driven by Devon Lamartz; who had fled the scene. Unit #1 had minor damage to the front left bumper while unit #2 had minor damage to the rear driver's side door. Respectfully submitted; Officer Brandon M. Shepherd #3267,8/19/2020 21:55,8/19/2020 21:56,8/19/2020 21:56,Dry,0,0,False,False,False,False
149,Property Damage Only,2,2,8/20/2020 23:05,40.075853,-82.414633,,,,MT Vernon ,Road,Rear-end,Clear,Dark - Lighted Roadway,Driver of Unit 1 states he was hit by a Unit 2 from the rear.  Unit 2 then passed him and left the area.  Vehicle stopped at the Pizza Cottage restaurant but driver of Unit 1 wasn't able to obtain a license plate.,8/20/2020 23:14,8/20/2020 23:15,8/20/2020 23:25,Dry,0,0,False,False,False,False
150,Property Damage Only,2,1,8/20/2020 15:53,40.05854,-82.44085600000001,,,West,Church,Street,Angle,Clear,Daylight,08/20/2020; 1553 hours; Unit#02 was traveling south on N 30th Street and entered the West Church Street intersection on a green traffic signal.  Unit#01 was traveling east on W Church Street and stopped at the N 30th Street intersection and started to turn right to travel south on N 30th Street.  Unit#01 struck Unit#02 in the intersection.  Unit#01 failed to yield right of way to Unit#02.,8/20/2020 15:53,8/20/2020 16:12,8/20/2020 16:17,Dry,0,0,False,False,False,True
151,Property Damage Only,2,1,8/21/2020 23:44,40.06022,-82.39364,,,North,Buena Vista,Street,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit Two was parked and unoccupied.  Unit One was traveling N/B on N. Buena Vista Street and sideswiped Unit Two.  Unit One did not remain at scene.,8/21/2020 23:44,8/21/2020 23:46,8/22/2020 0:10,Dry,0,0,False,False,False,False
152,Property Damage Only,2,1,8/22/2020 17:13,40.06037,-82.3864,,,,TUSCARWARUS,Street,Head-on,Clear,Daylight,Unit#2 was traveling West on Tuscarwarus St and was legally stopped at the stop sign located in the intersection of Tuscarwarus and N Cedar St.  Unit#1 was traveling South on N Cedar St.  Unit#1 then attempted to turn left onto Tuscarwarus.  Unit#1 was left of center during the turn and struck Unit#2 in the left front part of Unit#2.  Unit#1 was found to be driving on a suspended license and was cited for left of center and DUS.,8/22/2020 17:13,8/22/2020 17:14,8/22/2020 17:18,Dry,0,0,False,False,False,False
153,Property Damage Only,2,1,8/22/2020 21:35,40.048519,-82.41739100000001,,,,Wehrle,Avenue,Sideswipe; same direction,Clear,Dark - Lighted Roadway,Unit 1 was traveling eastbound on Wehrle Ave. As Unit 1 approached Shawnee St.; a truck came left of center causing the driver of Unit 1 to swerve to the right. As Unit 1 swerved; it struck Unit 2 which was parked facing eastbound on Wehrle. Due to the collision; Unit 1 lost its front passenger side tire stopping roughly 100 yards from Unit 2. The driver of Unit 1 was checked by EMS and cleared. Unit 2 was unoccupied.,8/22/2020 21:35,8/22/2020 21:39,8/22/2020 21:42,Dry,0,0,False,False,False,False
154,Property Damage Only,2,1,8/23/2020 8:00,40.0526,-82.4146,,,,Wilson,Street,Sideswipe; opposite direction,Clear,Daylight,On listed date and time Unit #1 was traveling eastboiund on Wilson St when Unit #1 struck Unit#2 who was stationary and parked on Unit#2's drivers side door causing great damage. Unit #1 stopped vehicle from disabling damage to front right tire in front of Unit #2 in roadway and abandoned vehicle in roadway. Unit#2 was towed to impound lot due to being abandoned in roadway. Unit #1 was cited for multiple traffic offences. Unit #1 did not posess insurance at the time of accident and also admitted that the reason he struck Unit #2 was because he was using his cell phone.,8/23/2020 8:00,8/23/2020 8:18,8/23/2020 8:20,Dry,0,0,False,True,True,False
155,Property Damage Only,2,1,8/24/2020 7:20,40.0634,-82.42931,State Route,16,,,,Other/Unknown,Clear,Daylight,On listed date and time Unit #2 was driving westbound on the SR-161 off ramp onto N 21st street when Unit #2 approached the intersection Unit#1 rear ended Unit#2. No bodily injuries were present only minor damage to Unit#1 and Unit#2. ,8/24/2020 7:22,8/24/2020 7:42,8/24/2020 7:45,Dry,0,0,False,False,False,False
157,Property Damage Only,2,1,8/23/2020 19:00,40.07547,-82.449679,,,,COUNTRY CLUB,Drive,Rear-end,Clear,Daylight,UNIT 1 AND UNIT 2 WERE BOTH HEADING NORTHBOUND ON COUNTRY CLUB DR APPROACHING THE STOP SIGN AT SHARON VALLEY RD. UNIT 1 WAS STOPPED AND WAITING FOR TRAFFIC TO CLEAR; BEFORE MAKING A RIGHT TURN. UNIT 1 WAS BEHIND UNIT 2 AND WAS WATCHING TRAFFIC; NOT REALIZING THAT UNIT 2 WAS STILL STOPPED. UNIT 1 PROCEEDED FORWARD AND HIT UNIT 2 IN THE BACK END. UNIT 1 WAS ADVISED HE WAS AT FAULT FOR ACDA. PHOTOS WERE TAKEN OF BOTH VEHICLE; WHICH SUSTAINED MINOR DAMAGE; UNIT 2 TO THE REAR LEFT SIDE AND UNIT 1 TO THE FRONT RIGHT SIDE. NO INJURIES WERE REPORTED.,8/23/2020 19:00,8/23/2020 19:07,8/23/2020 19:14,Dry,0,0,False,False,False,True
158,Property Damage Only,2,1,8/25/2020 16:17,40.044044,-82.442137,,,South,30TH,Street,Rear-end,Cloudy,Daylight,UNIT 1 AND UNIT 2 WERE BOTH HEADING SOUTHBOUND ON S 30TH ST APPROACHING THE RAILROAD TRACKS NEAR 175 S 30TH ST. UNIT 2 SLOWED IN TRAFFIC; AS PEOPLE WERE SLOWING DOWN AS THEY CROSSED THE RAILROAD TRACKS. UNIT 1 DID NOT SEE THAT UNIT 2 WAS SLOWING WITH TRAFFIC AND COLLIDED WITH THE BACK END OF HER. UNIT 1 SUSTAINED NO VISIBLE DAMAGE. UNIT 2 APPEARED TO HAVE VERY MINOR DAMAGE FROM THE SCREWS OF THE LICENSE PLATE. NO INJURIES WERE REPORTED. THE DRIVER OF UNIT 1 WAS CITED FOR ACDA AND DUE TO ONLY HAVING A TEMPORARY PERMIT AND NO LICENSED DRIVER IN THE VEHICLE; UNIT 1 WAS ALSO CITED FOR DRIVING WITHOUT A VALID LICENSE. ,8/25/2020 16:17,8/25/2020 16:36,8/25/2020 17:00,Wet,0,0,False,False,False,False
159,Property Damage Only,2,1,8/24/2020 22:00,40.05898,-82.40465,,,West,Church,Street,Other/Unknown,Other/Unknown,Dark - Unknown Roadway Lighting,On 08/25/2020 Unit 02 reported they had left their vehicle parked over night near 34 W. Church St. on 08/24/2020. Unit 02 stated on todays date she returned to her vehicle and noticed it had been struck by an unknown vehicle on the driverside rear bumper. Unit 02 advised their may be video footage; yet has no known suspects at this time. ,8/25/2020 11:49,8/25/2020 12:08,8/25/2020 12:13,Other/Unknown,0,0,False,False,False,False
160,Minor Injury Suspected,3,1,8/25/2020 16:09,40.083861,-82.42774200000001,,,,Goosepond ,Road,Angle,Cloudy,Daylight,On this listed date the defendant; Unit #1 failed to yield when entering the roadway from a private drive/roadway;  between the rear of Walgreen's and to the east of Red Oak Pub crossing Goosepond Dr onto Long Pond Dr when he was struck by Unit #2 then thrown into Unit #3.  Unit #1 admitted fault.  Unit #1 is at fault.,8/25/2020 16:09,8/25/2020 16:09,8/25/2020 16:13,Wet,0,0,False,False,False,False
161,Property Damage Only,2,1,8/23/2020 9:55,40.083861,-82.42774200000001,,,North,21st,Street,Other/Unknown,Cloudy,Daylight,Unit #2 was parked in the Walmart parking lot when Unit #1 hit Unit #2 in the rear passenger side of truck bed  and left the scene.,8/23/2020 9:55,8/23/2020 9:55,8/23/2020 9:55,Dry,0,0,False,False,False,False
162,Property Damage Only,3,1,8/27/2020 17:34,40.0585,-82.42244000000001,,,West,Church,Street,Backing,Clear,Daylight,Unit #2 and Unit #3 were parked in the parking spaces. Unit #1 backed up; and struck Unit #2 and Unit #3. Unit #1 then left the scene of the crash. Unit #1 is at fault for hit-skip and improper backing.,8/27/2020 17:34,8/27/2020 17:38,8/27/2020 17:42,Dry,0,0,False,False,False,False
163,Minor Injury Suspected,2,1,8/27/2020 13:37,40.06001,-82.42979,,,North,21st,Street,Rear-end,Clear,Daylight,Unit 1 and Unit 2 were both traveling from South to North on N 21st St. Unit 2 came to a stop in traffic and Unit 1 failed to assure clear distance and impacted the rear of Unit 2. Unit 1 was at fault and issued a citation for ACDA. Unit 1 driver was transported to LMH. Unit 2 driver and passenger refused to be transported to the hospital. ,8/27/2020 13:37,8/27/2020 13:37,8/27/2020 13:39,Dry,0,0,False,False,False,False
164,Property Damage Only,2,1,8/26/2020 12:41,40.04748,-82.42626,,,South,Williams,Street,Angle,Clear,Daylight,On the above date and time; Unit #1 was travelling WB on Grant St. When Stopping at the stop sign he believed the traffic was clear and went through the intersection. Unit #2 was travelling SB on S. Williams St. Unit #2 struck unit #1 due to Unit #1 entering the intersection.,8/26/2020 12:41,8/26/2020 12:41,8/26/2020 12:46,Dry,0,0,False,False,False,False
165,Property Damage Only,2,2,8/27/2020 13:59,40.066872,-82.429186,,,North,21ST,Street,Rear-end,Clear,Daylight,Unit#1 and Unit#2 were traveling south on N. 21st St. Unit#1 stopped for the traffic control light and was struck in the rear by Unit#2. Unit#2 had a suspended Ohio driver license and was cited for acda; driving under suspension. ,8/27/2020 13:59,8/27/2020 13:59,8/27/2020 13:59,Dry,0,0,False,False,False,False
166,Minor Injury Suspected,2,1,8/28/2020 18:03,40.047184,-82.422165,,,,Grant,Street,Rear-end,Cloudy,Daylight,On the listed date and time; Officer Carter and I were dispatched to an injury accident at the listed location. Unit #1 was following unit #2 while traveling eastound on Grant St. near the intersection of Union St. The driver of unit #1 stated he took his eyes off the road and rear ended unit #2; while unit #2 was stopped for the red light at the intersection. The driver of unit #1 admitted to being at fault for the accident. Officer Carter issued the driver of unit #1 a citation. The driver of unit #2 stated she had a neck injury from the accident and was transported to LMH by EMS. Speedy's towing arrived on scene to tow both units.     Respectfully submitted;  Officer Brandon M. Shepherd #3267  ,8/28/2020 18:03,8/28/2020 18:05,8/28/2020 18:07,Wet,0,0,False,False,False,False
167,Property Damage Only,2,1,8/28/2020 18:00,40.078224,-82.415782,State Route,13,,,,Rear-end,Clear,Daylight,Unit 1 was traveling southbound on Mt. Vernon Rd. Unit 2 was also southbound on Mt. Vernon Rd. As Unit 2 slowed down approaching W. Postal Ave; Unit 1 hydroplanned attempting to stop striking Unit 2. All occupants of both vehicles had no injuries and minor damage.,8/28/2020 18:00,8/28/2020 18:09,8/28/2020 18:14,Wet,0,0,False,False,False,False
168,Property Damage Only,1,1,8/28/2020 18:18,40.06085,-82.38911,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Rain,Daylight,Unit#1 was traveling west on St Rt 16 when Unit#1 began to hydro plane on water in the roadway.  Unit#1 lost control and began to spin striking the center median.  Unit#1 came to a rest approximately one hundred feet from the beginning of the crash.,8/28/2020 18:18,8/28/2020 18:21,8/28/2020 18:28,Wet,0,0,False,False,True,False
169,Minor Injury Suspected,1,1,8/28/2020 7:39,40.049129,-82.415092,,,,WEHRLE,Avenue,Not Collision Between Two Vehicles in Transport,Clear,Dawn/Dusk,UNIT ONE WAS TRAVLEING IN THE EASTBOUND LANE AND STATES THAT SHE FELL ASLEEP AT THE WHEEL. BASED ON VIDEO EVIDENCE; UNIT ONE WAS TRAVLEING AT A HIGH RATE OF SPEED AND CRASHED INTO THE UTILITY POLE AND MADE ONE COMPLETE ROTATION IN THE VEHICLE. ,8/28/2020 7:39,8/28/2020 7:39,8/28/2020 7:43,Dry,0,0,False,False,True,False
170,Property Damage Only,2,1,8/28/2020 18:16,40.062115999999996,-82.40655799999999,State Route,13,,,,Rear-end,Cloudy,Daylight,Unit 01 was headed NB when it struck Unit 02 stopped at a traffic light. Unit 01 did not stop and left the scene. Unit 02 had no noticable damage but wanted the incident documented. Unit 02 reported no injuries.,8/28/2020 18:16,8/28/2020 18:17,8/28/2020 18:17,Wet,0,0,False,False,False,False
